,all_skew_diff,1620_skew_diff,FIPS,county,state,Population(2010),Latitude,Longitude
2984,9.3,3.3500000000000005,54039.0,KANAWHA,WV,193063,38.32806,-81.52352
1060,7.08,3.3499999999999943,21189.0,OWSLEY,KY,4755,37.42345,-83.69156
2462,5.529999999999999,3.34,47125.0,MONTGOMERY,TN,172331,36.50035,-87.38088
1599,4.164999999999999,3.34,30057.0,MADISON,MT,7691,45.31928,-111.91732
1420,7.215,3.34,28093.0,MARSHALL,MS,37144,34.76619,-89.50423
2953,11.279999999999998,3.34,53055.0,SAN JUAN,WA,15769,48.50886,-123.10061
935,3.375,3.3299999999999983,20149.0,POTTAWATOMIE,KS,21604,39.38218,-96.33711
2949,5.664999999999999,3.3200000000000003,53047.0,OKANOGAN,WA,41120,48.55097,-119.69103
2620,7.075000000000001,3.3200000000000003,48251.0,JOHNSON,TX,150934,32.37951,-97.36482
275,9.275000000000002,3.3200000000000003,8113.0,SAN MIGUEL,CO,7359,38.00937,-108.42732
748,7.9750000000000005,3.31,18157.0,TIPPECANOE,IN,172780,40.38926,-86.89394
1338,1.185,3.31,27103.0,NICOLLET,MN,32727,44.35882,-94.24568
524,9.655,3.31,16001.0,ADA,ID,392365,43.44786,-116.24445
1357,8.594999999999999,3.3000000000000007,27141.0,SHERBURNE,MN,88499,45.44317,-93.77509
1573,2.995,3.3,30005.0,BLAINE,MT,6491,48.42828,-108.96764
566,6.415,3.290000000000001,16085.0,VALLEY,ID,9862,44.77153,-115.63787
2710,6.224999999999998,3.280000000000001,48431.0,STERLING,TX,1143,31.83577,-101.05491
630,15.205,3.270000000000003,17125.0,MASON,IL,14666,40.23699,-89.91357
254,9.995,3.2700000000000005,8071.0,LAS ANIMAS,CO,15507,37.31883,-104.04411
2930,3.435,3.27,53009.0,CLALLAM,WA,71404,48.113,-123.93061
82,13.02,3.2699999999999996,4023.0,SANTA CRUZ,AZ,47420,31.5259,-110.84519
3101,1.0500000000000025,3.2699999999999996,56019.0,JOHNSON,WY,8569,44.04404,-106.58854
1504,5.724999999999998,3.2600000000000016,29097.0,JASPER,MO,117404,37.20086,-94.33886
1465,4.69,3.2600000000000002,29019.0,BOONE,MO,162642,38.98965,-92.31077
3108,5.124999999999998,3.259999999999998,56033.0,SHERIDAN,WY,29116,44.78136,-106.88121
2562,1.0600000000000005,3.259999999999998,48135.0,ECTOR,TX,137130,31.8653,-102.5425
1719,3.1950000000000003,3.25,31185.0,YORK,NE,13665,40.87305,-97.59674
2016,16.36,3.240000000000002,39001.0,ADAMS,OH,28550,38.84168,-83.47417
291,5.715000000000001,3.24,10003.0,NEW CASTLE,DE,538479,39.57591,-75.64413
1746,1.415,3.24,33019.0,SULLIVAN,NH,43742,43.36118,-72.22208
1627,2.619999999999999,3.2399999999999984,31001.0,ADAMS,NE,31364,40.52063,-98.50004
868,3.9800000000000004,3.2300000000000004,20015.0,BUTLER,KS,65880,37.77368,-96.83876
1745,0.8900000000000006,3.2300000000000004,33017.0,STRAFFORD,NH,123143,43.29317,-71.03592
2928,4.25,3.2300000000000004,53005.0,BENTON,WA,175177,46.22807,-119.51686
886,9.634999999999998,3.2300000000000004,20051.0,ELLIS,KS,28452,38.91459,-99.31732
1854,4.2749999999999995,3.2299999999999986,36107.0,TIOGA,NY,51125,42.17805,-76.29745
523,6.795,3.2200000000000024,15009.0,MAUI,HI,154834,20.85593,-156.60155
2964,5.0,3.22,53077.0,YAKIMA,WA,243231,46.45655,-120.74014
1021,7.8100000000000005,3.2199999999999998,21111.0,JEFFERSON,KY,741096,38.18953,-85.65762
1980,0.49999999999999956,3.21,38035.0,GRAND FORKS,ND,66861,47.926,-97.45085
1471,5.844999999999999,3.2099999999999973,29031.0,CAPE GIRARDEAU,MO,75674,37.38388,-89.6849
1834,2.4850000000000003,3.1999999999999993,36067.0,ONONDAGA,NY,467026,43.00653,-76.19611
537,2.880000000000001,3.1900000000000013,16027.0,CANYON,ID,188923,43.62305,-116.70852
1315,7.875,3.1900000000000013,27057.0,HUBBARD,MN,20428,47.09555,-94.91329
1816,3.59,3.19,36031.0,ESSEX,NY,39370,44.10897,-73.77757
2510,1.045,3.1899999999999977,48031.0,BLANCO,TX,10497,30.2656,-98.39997
1782,1.58,3.1800000000000033,35027.0,LINCOLN,NM,20497,33.74094,-105.44908
1784,0.685,3.1799999999999997,35029.0,LUNA,NM,25095,32.18448,-107.74663
1715,2.9300000000000015,3.1700000000000017,31177.0,WASHINGTON,NE,20234,41.53397,-96.22457
1762,2.2350000000000008,3.17,34031.0,PASSAIC,NJ,501226,41.03376,-74.3003
1300,3.5799999999999996,3.17,27027.0,CLAY,MN,58999,46.89837,-96.4949
1544,20.98,3.169999999999998,29177.0,RAY,MO,23494,39.3084,-93.99574
990,6.635,3.169999999999998,21049.0,CLARK,KY,35613,37.97013,-84.14497
2943,5.765000000000001,3.160000000000001,53035.0,KITSAP,WA,251133,47.63968,-122.64963
212,5.369999999999999,3.16,6105.0,TRINITY,CA,13786,40.64772,-123.1144
531,3.3499999999999996,3.16,16015.0,BOISE,ID,7028,43.98727,-115.71511
1565,29.700000000000003,3.150000000000002,29221.0,WASHINGTON,MO,25195,37.94231,-90.89705
181,1.29,3.1500000000000004,6043.0,MARIPOSA,CA,18251,37.57003,-119.91286
2945,1.1950000000000003,3.1500000000000004,53039.0,KLICKITAT,WA,20318,45.8695,-120.78011
940,8.290000000000001,3.1499999999999986,20159.0,RICE,KS,10083,38.34717,-98.20141
1291,12.195,3.1400000000000006,27009.0,BENTON,MN,38451,45.70122,-94.00144
2214,14.205,3.130000000000001,41067.0,WASHINGTON,OR,529710,45.55354,-123.09761
2950,6.825,3.13,53049.0,PACIFIC,WA,20920,46.55658,-123.78241
747,16.315,3.129999999999999,18155.0,SWITZERLAND,IN,10613,38.82584,-85.02967
2989,19.5,3.129999999999999,54049.0,MARION,WV,56418,39.50583,-80.2434
2393,6.309999999999999,3.129999999999999,46121.0,TODD,SD,9612,43.20817,-100.7172
238,3.66,3.129999999999999,8039.0,ELBERT,CO,23086,39.31081,-104.11792
2988,42.53,3.129999999999999,54047.0,MCDOWELL,WV,22113,37.38266,-81.6582
197,5.109999999999999,3.1299999999999955,6075.0,SAN FRANCISCO,CA,805235,37.72723,-123.03222
232,1.0850000000000009,3.120000000000001,8027.0,CUSTER,CO,4255,38.10199,-105.37351
1821,1.3649999999999993,3.119999999999999,36041.0,HAMILTON,NY,4836,43.65787,-74.50245
712,2.5799999999999983,3.1199999999999974,18085.0,KOSCIUSKO,IN,77358,41.24429,-85.86157
530,11.68,3.110000000000001,16013.0,BLAINE,ID,21376,43.39448,-113.95529
293,3.6400000000000006,3.1099999999999994,11001.0,DISTRICT OF COLUMBIA,DC,601723,38.90414,-77.01709
714,3.18,3.0900000000000007,18089.0,LAKE,IN,496005,41.47223,-87.37433
2002,1.8549999999999986,3.0799999999999983,38079.0,ROLETTE,ND,13937,48.76827,-99.84046
1411,6.99,3.0600000000000005,28075.0,LAUDERDALE,MS,80261,32.40399,-88.66044
2940,7.01,3.0599999999999996,53029.0,ISLAND,WA,78506,48.15843,-122.6705
1294,6.674999999999999,3.0599999999999987,27015.0,BROWN,MN,25893,44.24654,-94.73364
1851,3.005000000000001,3.0500000000000025,36101.0,STEUBEN,NY,98990,42.26672,-77.38552
2353,13.709999999999999,3.0500000000000007,46039.0,DEUEL,SD,4364,44.75629,-96.69023
2783,0.9600000000000002,3.0500000000000003,50011.0,FRANKLIN,VT,47746,44.85896,-72.9094
309,5.805,3.040000000000001,12033.0,ESCAMBIA,FL,297619,30.61166,-87.33904
2404,8.014999999999997,3.039999999999999,47009.0,BLOUNT,TN,123010,35.68818,-83.92297
1852,5.6499999999999995,3.0300000000000002,36103.0,SUFFOLK,NY,1493350,40.94355,-72.69221
542,1.1150000000000002,3.0299999999999976,16037.0,CUSTER,ID,4368,44.27334,-114.25225
2198,2.4650000000000016,3.020000000000003,41035.0,KLAMATH,OR,66380,42.68376,-121.64616
2028,2.3149999999999995,3.0199999999999996,39025.0,CLERMONT,OH,197363,39.05208,-84.14961
190,7.8549999999999995,3.0100000000000002,6061.0,PLACER,CA,348432,39.06203,-120.72271
614,13.105,3.0100000000000002,17093.0,KENDALL,IL,114736,41.58814,-88.43062
1849,2.529999999999999,3.01,36097.0,SCHUYLER,NY,18343,42.41977,-76.9386
2195,3.795,3.01,41029.0,JACKSON,OR,203206,42.41178,-122.67579
2013,8.559999999999999,3.0,38101.0,WARD,ND,61675,48.21668,-101.54053
916,3.5650000000000004,3.0,20111.0,LYON,KS,33690,38.45549,-96.16158
168,5.8549999999999995,3.0,6017.0,EL DORADO,CA,181058,38.78553,-120.53439
874,3.540000000000001,2.990000000000002,20027.0,CLAY,KS,8535,39.34496,-97.16885
1313,11.74,2.9899999999999984,27053.0,HENNEPIN,MN,1152425,45.00606,-93.47518
314,14.309999999999999,2.9899999999999984,12043.0,GLADES,FL,12884,26.95481,-81.19082
206,4.1899999999999995,2.9800000000000004,6093.0,SISKIYOU,CA,44900,41.58798,-122.53328
2383,2.73,2.9800000000000004,46099.0,MINNEHAHA,SD,169468,43.66747,-96.79572
1636,2.6800000000000015,2.9800000000000004,31019.0,BUFFALO,NE,46102,40.85522,-99.07498
949,3.57,2.98,20177.0,SHAWNEE,KS,177934,39.0418,-95.75566
2745,2.164999999999999,2.9700000000000024,48501.0,YOAKUM,TX,7879,33.17239,-102.82377
299,0.3050000000000006,2.969999999999999,12011.0,BROWARD,FL,1748066,26.19352,-80.47665
2284,2.9400000000000004,2.969999999999999,44001.0,BRISTOL,RI,49875,41.70527,-71.28505
2374,0.33000000000000185,2.969999999999999,46081.0,LAWRENCE,SD,24097,44.35366,-103.79652
280,2.5200000000000005,2.960000000000001,8123.0,WELD,CO,252825,40.55579,-104.38364
945,3.6750000000000016,2.960000000000001,20169.0,SALINE,KS,55606,38.78632,-97.65015
1214,1.315,2.96,26021.0,BERRIEN,MI,156813,41.79263,-86.74182
900,2.6000000000000005,2.9499999999999993,20079.0,HARVEY,KS,34684,38.05014,-97.4367
997,42.04,2.9400000000000013,21063.0,ELLIOTT,KY,7852,38.11642,-83.09754
1259,1.495,2.9400000000000004,26111.0,MIDLAND,MI,83629,43.64837,-84.37922
1113,1.8899999999999997,2.9399999999999995,22055.0,LAFAYETTE,LA,221578,30.2065,-92.06417
204,1.4499999999999975,2.9399999999999977,6089.0,SHASTA,CA,177223,40.76052,-122.04355
2343,5.109999999999999,2.9399999999999977,46019.0,BUTTE,SD,10110,44.89643,-103.50176
2202,2.8999999999999995,2.9300000000000015,41043.0,LINN,OR,116672,44.49482,-122.54375
288,2.4549999999999996,2.93,9013.0,TOLLAND,CT,152691,41.85807,-72.34097
2350,2.1449999999999996,2.9200000000000017,46033.0,CUSTER,SD,8216,43.68494,-103.46225
163,6.48,2.92,6007.0,BUTTE,CA,220000,39.66595,-121.60191
2627,1.3949999999999978,2.919999999999998,48265.0,KERR,TX,49625,30.05392,-99.35196
171,10.16,2.910000000000002,6023.0,HUMBOLDT,CA,134623,40.70667,-123.92581
569,11.77,2.91,17003.0,ALEXANDER,IL,8238,37.18368,-89.3495
1474,7.86,2.900000000000002,29037.0,CASS,MO,99478,38.64715,-94.35424
995,4.755000000000001,2.9000000000000004,21059.0,DAVIESS,KY,96656,37.73167,-87.08713
1622,8.84,2.8999999999999986,30103.0,TREASURE,MT,718,46.20963,-107.28049
2397,9.099999999999998,2.8999999999999986,46129.0,WALWORTH,SD,5438,45.4276,-100.02785
2468,21.25,2.8900000000000006,47137.0,PICKETT,TN,5077,36.55936,-85.07574
2280,5.989999999999999,2.8900000000000006,42127.0,WAYNE,PA,52822,41.64658,-75.29248
2204,3.4050000000000002,2.89,41047.0,MARION,OR,315335,44.90089,-122.57626
36,8.305,2.8899999999999997,1073.0,JEFFERSON,AL,658466,33.55344,-86.89653
3077,4.6,2.8899999999999997,55113.0,SAWYER,WI,16557,45.86491,-91.14713
2001,2.41,2.8800000000000026,38077.0,RICHLAND,ND,16321,46.26521,-96.93796
1787,3.130000000000001,2.880000000000001,35035.0,OTERO,NM,63797,32.58877,-105.78107
1093,3.870000000000001,2.879999999999999,22015.0,BOSSIER,LA,116979,32.6962,-93.61797
1785,5.7700000000000005,2.879999999999999,35031.0,MCKINLEY,NM,71492,35.57373,-108.2553
2496,2.4299999999999997,2.8799999999999955,48003.0,ANDREWS,TX,14786,32.31225,-102.6402
740,2.1199999999999997,2.87,18141.0,ST. JOSEPH,IN,266931,41.61769,-86.28815
79,2.745,2.8699999999999997,4017.0,NAVAJO,AZ,107449,35.39093,-110.3209
1537,23.59,2.860000000000003,29163.0,PIKE,MO,18516,39.34417,-91.17104
1266,5.27,2.8600000000000003,26125.0,OAKLAND,MI,1202362,42.66045,-83.38421
1194,3.0150000000000006,2.8599999999999994,25009.0,ESSEX,MA,743159,42.64271,-70.8651
1861,9.670000000000002,2.8599999999999994,36121.0,WYOMING,NY,42155,42.70136,-78.22856
1619,1.4799999999999986,2.8500000000000014,30097.0,SWEET GRASS,MT,3651,45.81306,-109.94131
1804,3.295,2.85,36007.0,BROOME,NY,200600,42.16197,-75.83029
718,13.294999999999998,2.8499999999999996,18097.0,MARION,IN,903393,39.78297,-86.13579
1129,5.489999999999999,2.8499999999999996,22087.0,ST. BERNARD,LA,35897,29.91811,-89.26349
2963,9.4,2.8400000000000003,53075.0,WHITMAN,WA,44776,46.90332,-117.52296
1609,3.26,2.84,30077.0,POWELL,MT,7027,46.84422,-112.9311
3105,6.940000000000001,2.8399999999999963,56027.0,NIOBRARA,WY,2484,43.06215,-104.46837
2261,2.545,2.8200000000000003,42089.0,MONROE,PA,169842,41.05623,-75.32903
0,4.08,2.8200000000000003,1001.0,AUTAUGA,AL,54571,32.53638,-86.64449
3110,12.48,2.8200000000000003,56037.0,SWEETWATER,WY,43806,41.66033,-108.87567
1124,13.42,2.8100000000000005,22077.0,POINTE COUPEE,LA,22802,30.70831,-91.60462
2418,8.16,2.8100000000000005,47037.0,DAVIDSON,TN,626681,36.16912,-86.78479
641,6.495,2.8100000000000005,17147.0,PIATT,IL,16729,40.00905,-88.59232
1198,5.719999999999999,2.8099999999999987,25017.0,MIDDLESEX,MA,1503085,42.47947,-71.3965
359,6.42,2.8099999999999987,12131.0,WALTON,FL,55043,30.63121,-86.17661
1041,4.285,2.8099999999999987,21151.0,MADISON,KY,82916,37.72352,-84.277
2403,22.955000000000002,2.8000000000000043,47007.0,BLEDSOE,TN,12876,35.59366,-85.20597
2226,3.6899999999999995,2.8000000000000007,42019.0,BUTLER,PA,183862,40.91383,-79.91896
1836,2.88,2.8000000000000003,36071.0,ORANGE,NY,372813,41.40241,-74.30625
2631,2.7,2.8,48273.0,KLEBERG,TX,32061,27.43873,-97.66062
623,7.67,2.8,17111.0,MCHENRY,IL,308760,42.32429,-88.45224
2201,0.7650000000000001,2.79,41041.0,LINCOLN,OR,46034,44.64107,-123.91118
2238,7.3500000000000005,2.79,42043.0,DAUPHIN,PA,268100,40.41256,-76.79263
1213,1.6900000000000004,2.7800000000000002,26019.0,BENZIE,MI,17525,44.64862,-86.49431
1828,6.555,2.7799999999999994,36055.0,MONROE,NY,744344,43.46447,-77.66465
1397,1.625,2.7799999999999994,28047.0,HARRISON,MS,187105,30.41653,-89.08337
2983,4.834999999999999,2.76,54037.0,JEFFERSON,WV,53498,39.30739,-77.86322
2283,2.0900000000000007,2.75,42133.0,YORK,PA,434972,39.92183,-76.72844
224,15.005,2.75,8013.0,BOULDER,CO,294567,40.09482,-105.39838
1332,12.93,2.740000000000002,27091.0,MARTIN,MN,20840,43.67711,-94.53719
553,0.7049999999999983,2.740000000000002,16059.0,LEMHI,ID,7936,44.92878,-113.88784
1242,7.140000000000001,2.74,26077.0,KALAMAZOO,MI,250331,42.24626,-85.53285
2256,11.645,2.74,42079.0,LUZERNE,PA,320918,41.17278,-75.97603
624,8.515,2.7399999999999998,17113.0,MCLEAN,IL,169572,40.49455,-88.84453
651,4.34,2.7399999999999998,17167.0,SANGAMON,IL,197465,39.75637,-89.66231
2071,30.294999999999998,2.7399999999999984,39111.0,MONROE,OH,14642,39.72596,-81.09065
731,12.39,2.719999999999999,18123.0,PERRY,IN,19338,38.08143,-86.62654
2196,4.25,2.719999999999999,41031.0,JEFFERSON,OR,21720,44.64379,-121.18302
1600,1.6400000000000006,2.719999999999999,30059.0,MEAGHER,MT,1891,46.5857,-110.92178
2335,13.370000000000001,2.719999999999999,46003.0,AURORA,SD,2710,43.72471,-98.57758
937,4.58,2.719999999999999,20153.0,RAWLINS,KS,2519,39.78619,-101.07673
1677,3.130000000000001,2.719999999999999,31101.0,KEITH,NE,8368,41.1944,-101.64447
2044,1.8950000000000005,2.710000000000001,39057.0,GREENE,OH,161573,39.68747,-83.89489
2690,3.3949999999999996,2.709999999999999,48391.0,REFUGIO,TX,7383,28.31249,-97.16047
2381,3.3099999999999996,2.700000000000001,46095.0,MELLETTE,SD,2048,43.58493,-100.76059
1682,12.735,2.6999999999999993,31111.0,LINCOLN,NE,36288,41.05032,-100.74448
1761,10.295,2.6999999999999993,34029.0,OCEAN,NJ,576567,39.86585,-74.26302
2366,3.0700000000000003,2.6999999999999993,46065.0,HUGHES,SD,17022,44.39225,-99.98584
1360,7.425,2.6900000000000013,27147.0,STEELE,MN,36576,44.01526,-93.22045
576,14.094999999999999,2.6900000000000013,17017.0,CASS,IL,13642,39.9692,-90.2457
338,2.9800000000000004,2.6900000000000013,12089.0,NASSAU,FL,73314,30.60592,-81.76492
2207,3.51,2.69,41053.0,POLK,OR,75403,44.90439,-123.39732
1071,2.7799999999999994,2.6899999999999995,21211.0,SHELBY,KY,42074,38.23942,-85.22836
1065,7.359999999999998,2.6899999999999977,21199.0,PULASKI,KY,63063,37.10831,-84.57998
1639,4.099999999999999,2.6899999999999977,31025.0,CASS,NE,25241,40.90987,-96.1406
565,2.379999999999999,2.6899999999999977,16083.0,TWIN FALLS,ID,77230,42.3523,-114.66563
2405,7.949999999999999,2.669999999999998,47011.0,BRADLEY,TN,98963,35.15391,-84.85941
1992,10.209999999999999,2.66,38059.0,MORTON,ND,27471,46.71378,-101.27974
2046,10.995000000000001,2.66,39061.0,HAMILTON,OH,802374,39.19692,-84.54418
2265,12.17,2.66,42097.0,NORTHUMBERLAND,PA,94528,40.85152,-76.70987
2065,12.705,2.66,39099.0,MAHONING,OH,238823,41.01088,-80.77039
1049,9.5,2.650000000000002,21167.0,MERCER,KY,21331,37.81208,-84.87969
2073,14.629999999999999,2.6499999999999986,39115.0,MORGAN,OH,15054,39.62494,-81.86169
2938,1.5599999999999987,2.6499999999999986,53025.0,GRANT,WA,89120,47.21363,-119.46778
39,24.715,2.6499999999999986,1079.0,LAWRENCE,AL,34339,34.52977,-87.32186
1590,6.65,2.6499999999999986,30039.0,GRANITE,MT,3079,46.39535,-113.42568
957,6.474999999999998,2.6499999999999986,20193.0,THOMAS,KS,7900,39.3577,-101.08343
976,2.289999999999999,2.6400000000000006,21021.0,BOYLE,KY,28432,37.6182,-84.87301
543,2.700000000000001,2.6400000000000006,16039.0,ELMORE,ID,27038,43.39482,-115.47075
308,8.93,2.6399999999999997,12031.0,DUVAL,FL,864263,30.33524,-81.64811
1712,4.670000000000002,2.6399999999999935,31171.0,THOMAS,NE,647,41.84862,-100.50691
57,6.835000000000001,2.6300000000000026,1115.0,ST. CLAIR,AL,83593,33.71296,-86.31566
2184,0.94,2.63,41007.0,CLATSOP,OR,37039,46.0245,-123.70501
1819,7.635,2.629999999999999,36037.0,GENESEE,NY,60079,43.00091,-78.19277
2457,25.68,2.629999999999999,47115.0,MARION,TN,28237,35.13342,-85.61839
1477,9.045,2.610000000000003,29043.0,CHRISTIAN,MO,77422,36.96973,-93.18761
1791,4.1,2.6100000000000003,35043.0,SANDOVAL,NM,131561,35.68507,-106.88261
34,3.5199999999999996,2.6099999999999994,1069.0,HOUSTON,AL,101547,31.15819,-85.29639
64,14.825,2.6099999999999994,1129.0,WASHINGTON,AL,17581,31.40697,-88.20207
1848,7.2799999999999985,2.6099999999999994,36095.0,SCHOHARIE,NY,32749,42.59129,-74.43817
2008,7.789999999999999,2.6099999999999994,38091.0,STEELE,ND,1975,47.45828,-97.71889
2076,20.6,2.6000000000000014,39121.0,NOBLE,OH,14645,39.76723,-81.4526
689,4.26,2.6000000000000014,18039.0,ELKHART,IN,197559,41.60069,-85.86398
1801,2.3249999999999993,2.5999999999999996,36001.0,ALBANY,NY,304204,42.58827,-73.97401
2215,5.0649999999999995,2.599999999999998,41069.0,WHEELER,OR,1441,44.73641,-120.02687
1156,5.390000000000001,2.5900000000000007,23013.0,KNOX,ME,39736,44.04204,-69.03851
1342,5.159999999999999,2.59,27111.0,OTTER TAIL,MN,57303,46.40572,-95.71457
65,2.554999999999998,2.580000000000002,1131.0,WILCOX,AL,11670,31.99033,-87.3022
1272,7.765000000000001,2.580000000000002,26137.0,OTSEGO,MI,24164,45.02179,-84.57659
1549,21.525,2.580000000000002,29186.0,STE. GENEVIEVE,MO,18145,37.89018,-90.18117
2962,8.915,2.58,53073.0,WHATCOM,WA,201140,48.84265,-121.83643
2186,5.145,2.58,41011.0,COOS,OR,63043,43.18419,-124.09255
1158,9.58,2.58,23017.0,OXFORD,ME,57833,44.49458,-70.73468
1195,4.739999999999999,2.5799999999999983,25011.0,FRANKLIN,MA,71372,42.58379,-72.59165
550,2.75,2.5700000000000003,16053.0,JEROME,ID,22374,42.69117,-114.263
2402,34.910000000000004,2.5700000000000003,47005.0,BENTON,TN,16489,36.06925,-88.07121
1206,0.8850000000000007,2.5700000000000003,26005.0,ALLEGAN,MI,111408,42.59578,-86.63474
1148,6.195,2.5699999999999985,22125.0,WEST FELICIANA,LA,15625,30.8727,-91.421
2706,1.445000000000002,2.5600000000000023,48423.0,SMITH,TX,209714,32.37709,-95.26963
2552,4.75,2.5599999999999987,48115.0,DAWSON,TX,13833,32.74193,-101.94732
2946,2.4699999999999998,2.5599999999999987,53041.0,LEWIS,WA,75455,46.58007,-122.37744
872,5.449999999999999,2.5500000000000043,20023.0,CHEYENNE,KS,2726,39.78925,-101.7273
205,4.91,2.5500000000000007,6091.0,SIERRA,CA,3240,39.57692,-120.52199
1527,24.17,2.5500000000000007,29143.0,NEW MADRID,MO,18956,36.59426,-89.65594
2550,4.76,2.549999999999997,48111.0,DALLAM,TX,6703,36.28637,-102.59402
1779,4.045000000000001,2.540000000000001,35021.0,HARDING,NM,695,35.86315,-103.82993
2931,3.7699999999999996,2.54,53011.0,CLARK,WA,425363,45.77167,-122.4859
3023,3.38,2.54,55007.0,BAYFIELD,WI,15014,46.63419,-91.17728
1426,8.09,2.54,28105.0,OKTIBBEHA,MS,47671,33.42231,-88.87615
2216,4.105,2.5399999999999996,41071.0,YAMHILL,OR,99193,45.24813,-123.31611
1023,23.33,2.539999999999999,21115.0,JOHNSON,KY,23356,37.84926,-82.83063
1720,3.1899999999999995,2.539999999999999,32001.0,CHURCHILL,NV,24877,39.5257,-118.27041
50,13.895,2.539999999999999,1101.0,MONTGOMERY,AL,229363,32.20365,-86.20383
1979,8.509999999999996,2.530000000000001,38033.0,GOLDEN VALLEY,ND,1680,46.93892,-103.84461
1796,3.08,2.53,35053.0,SOCORRO,NM,17866,33.99161,-106.939
1626,1.4799999999999995,2.5299999999999994,30111.0,YELLOWSTONE,MT,147972,45.93698,-108.27665
62,3.1849999999999996,2.5299999999999994,1125.0,TUSCALOOSA,AL,194656,33.2902,-87.52286
1837,7.8999999999999995,2.5299999999999976,36073.0,ORLEANS,NY,42883,43.50228,-78.22972
986,16.585,2.5199999999999996,21041.0,CARROLL,KY,10811,38.66828,-85.12408
1,2.66,2.5199999999999996,1003.0,BALDWIN,AL,182265,30.65921,-87.74606
944,8.535,2.510000000000005,20167.0,RUSSELL,KS,6970,38.91683,-98.76563
1478,27.21,2.5100000000000016,29045.0,CLARK,MO,7139,40.40727,-91.72947
1808,4.424999999999999,2.51,36015.0,CHEMUNG,NY,88830,42.15528,-76.74717
2420,32.61,2.5,47041.0,DEKALB,TN,18723,35.98222,-85.83359
2521,5.289999999999997,2.5,48053.0,BURNET,TX,42750,30.78961,-98.20119
1556,19.560000000000002,2.5,29203.0,SHANNON,MO,8441,37.15198,-91.39836
2481,12.889999999999999,2.5,47163.0,SULLIVAN,TN,156823,36.51021,-82.29939
2657,2.5150000000000006,2.5,48325.0,MEDINA,TX,46006,29.35366,-99.11108
2993,13.325,2.5,54057.0,MINERAL,WV,28212,39.40562,-78.95658
2957,2.0399999999999996,2.5,53063.0,SPOKANE,WA,471221,47.62037,-117.40439
1741,7.915,2.5,33009.0,GRAFTON,NH,89118,43.92648,-71.84226
583,6.1949999999999985,2.490000000000002,17031.0,COOK,IL,5194675,41.89429,-87.64545
682,13.945,2.4899999999999984,18025.0,CRAWFORD,IN,10713,38.28943,-86.44087
2504,1.4549999999999983,2.4899999999999984,48019.0,BANDERA,TX,20485,29.75574,-99.26068
1507,19.02,2.4899999999999984,29103.0,KNOX,MO,4131,40.13677,-92.1468
2477,11.19,2.4899999999999984,47155.0,SEVIER,TN,89889,35.79128,-83.52195
3094,7.375,2.489999999999995,56005.0,CAMPBELL,WY,46133,44.24132,-105.55202
909,5.32,2.489999999999995,20097.0,KIOWA,KS,2553,37.56123,-99.28653
3099,8.665000000000001,2.480000000000004,56015.0,GOSHEN,WY,13249,42.08958,-104.35348
2448,16.605,2.4800000000000004,47097.0,LAUDERDALE,TN,27815,35.76295,-89.62773
1833,5.375,2.4800000000000004,36065.0,ONEIDA,NY,234878,43.24272,-75.43428
